code," eng_desc"," viet_desc"," image"," alternative_code"
GK033R,None,"Nhíp phẫu tích, thẳng, ngàm có khía, dài 350mm, đường kính ngàm 5mm",None,99-999-99-99
GK080,None,"Điện cực trung tính, diện tích dẫn truyền 134cm², hộp 25 chiếc, sử dụng cùng GN245; GN249; GK190; GK191",None,99-999-99-99
GK081,None,"Miếng dán điện cực trung tính, dùng 1 lần, kích thước 144cm2, Hộp 25 chiếc",None,99-999-99-99
GK083,None,"Điện cực trung tính, cho trẻ em, diện tích dẫn truyền 72cm², hộp 25 chiếc, sử dụng cùng GN245; GN249; GK190; GK193",None,99-999-99-99
GK084,None,"Điện cực trung tính, cho trẻ em, diện tích dẫn truyền 72cm², hộp 25 chiếc, sử dụng cùng GN245; GN249; GK190; GK194",None,99-999-99-99
GK091,None,"Điện cực trung tính, diện tích dẫn truyền 144cm², hộp 50 chiếc, sử dụng cùng GN245; GN249; GK190; GK192",None,99-999-99-99
GK100,None,"Điện cực trung tính, diện tích dẫn truyền 134cm², hộp 50 chiếc, sử dụng cùng GN245; GN249; GK190; GK191",None,99-999-99-99
GK101,None,"Điện cực trung tính, diện tích dẫn truyền 144cm², hộp 50 chiếc, sử dụng cùng GN245; GN249; GK190; GK192",None,99-999-99-99
GK107,None,"Điện cực trung tính, diện tích dẫn truyền 110 cm², hộp 50 chiếc, sử dụng cùng GN245; GN249; GK190; GK191",None,99-999-99-99
GK110R,"Knife Electrode, monopolar, straight, 60 mm (2 3/8""), short shaft, Ø 4 mm, work. length: 13 mm","Điện cực đơn cực hình dao, thẳng, thân ngắn, dài 20mm, đường kính 4mm",https://products.api.bbraun.io/api/image/GK110R?countryISOCode=01,99-999-99-99
GK111R,None,None,None,80-510-06-04
GK112R,"Knife Electrode, monopolar, straight, 70 mm (2 3/4""), short shaft, Ø 4 mm, work. length: 30 mm","Điện cực cắt đốt đơn cực, thẳng, thân ngắn, dài 25mm, đường kính 4mm",https://products.api.bbraun.io/api/image/GK112R?countryISOCode=01,80-510-06-04
GK113R,None,"Knife Electrode, monopolar, curved, 65 mm (2 1/2""), short shaft, Ø 4 mm, work. length: 30 mm",https://products.api.bbraun.io/api/image/GK113R?countryISOCode=01,80-511-06-04
GK114R,"Needle Electrode, monopolar, straight, 60 mm (2 3/8""), short shaft, Ø 4 mm, Ø needle: 1 mm, work. length: 16 mm","Điện cực đơn cực, thẳng, thân ngắn, dài 18mm, đường kính 4mm, đầu kim đường kính 1mm",https://products.api.bbraun.io/api/image/GK114R?countryISOCode=01,80-519-04-04
GK115R,None,"Loop Electrode, monopolar, straight, 50 mm (2""), short shaft, Ø 4 mm, Ø loop: 5 mm",https://products.api.bbraun.io/api/image/GK115R?countryISOCode=01,80-540-04-04
GK116R,None,"Loop Electrode, monopolar, straight, 55 mm (2 1/4""), short shaft, Ø 4 mm, Ø loop: 10 mm",https://products.api.bbraun.io/api/image/GK116R?countryISOCode=01,80-542-06-04
GK117R,None,"Loop Electrode, monopolar, straight, 55 mm (2 1/4""), short shaft, Ø 4 mm, Ø loop: 10 mm",https://products.api.bbraun.io/api/image/GK117R?countryISOCode=01,80-550-06-04
GK121R,"Ball Electrode, monopolar, straight, 50 mm (2""), short shaft, Ø 4 mm, Ø ball: 4 mm","Điện cực đơn cực, thân ngắn, đường kính 4mm, mũi hình cầu đường kính 4mm",https://products.api.bbraun.io/api/image/GK121R?countryISOCode=01,80-562-06-04
GK123R,None,None,None,80-570-04-04
GK125R,"Knife Electrode, monopolar, straight, 155 mm (6 1/8""), long shaft, Ø 4 mm, work. length: 16 mm","Điện cực đơn cực hình dao, cách điện, thẳng, thân dài, dài 138mm, đầu dài 22mm, đường kính 4mm",https://products.api.bbraun.io/api/image/GK125R?countryISOCode=01,80-515-12-04
GK127R,"Needle Electrode, monopolar, straight, 135 mm (5 1/4""), long shaft, Ø 4 mm, Ø needle: 1 mm, work. length: 18 mm","Điện cực đơn cực, cách điện, thẳng, thân dài, dài 136mm, đầu dài 18mm, đường kính 4mm, đầu kim đường kính 0,8mm",https://products.api.bbraun.io/api/image/GK127R?countryISOCode=01,80-677-12-04
GK128R,None,None,None,80-542-12-04
GK129R,"Ball Electrode, monopolar, straight, 125 mm (5""), long shaft, Ø 4 mm, Ø ball: 6 mm","Điện cực đơn cực, cách điện, thân dài, dài 124mm, đường kính 4mm, mũi hình cầu đường kính 6mm",https://products.api.bbraun.io/api/image/GK129R?countryISOCode=01,80-674-12-04
GK131R,"Wire Loop Electrode, monopolar, straight, 130 mm (5 1/8""), long shaft, Ø 4 mm","Điện cực đơn cực, thẳng, thân dài, dùng trong cắt bỏ cổ tử cung, dài 128mm, đường kính 4mm, vòng dây đường kính 10mm, đầu dài 10mm",https://products.api.bbraun.io/api/image/GK131R?countryISOCode=01,80-680-12-04
GK132R,"Wire Loop Electrode, monopolar, straight, 135 mm (5 1/4""), long shaft, Ø 4 mm","Điện cực đơn cực, thẳng, thân dài, dùng trong cắt bỏ cổ tử cung, dài 133mm, đường kính 4mm, vòng dây đường kính 20mm, đầu dài 15mm",https://products.api.bbraun.io/api/image/GK132R?countryISOCode=01,99-999-99-99
GK133R,"Wire Loop Electrode, monopolar, straight, 140 mm (5 1/2""), long shaft, Ø 4 mm","Điện cực đơn cực, thẳng, thân dài, dùng trong cắt bỏ cổ tử cung, dài 138mm, đường kính 4mm, vòng dây đường kính 20mm, đầu dài 20mm",https://products.api.bbraun.io/api/image/GK133R?countryISOCode=01,80-682-12-04
GK140R,"Knife Electrode, monopolar, straight, 60 mm (2 3/8""), short shaft, Ø 2.40 mm, work. length: 13 mm","Điện cực đơn cực hình dao, thẳng, thân ngắn, dài 20mm, đường kính 2,4mm",https://products.api.bbraun.io/api/image/GK140R?countryISOCode=01,80-515-08-04
GK141R,None,None,None,80-510-08-04
GK144R,"Needle Electrode, monopolar, straight, 60 mm (2 3/8""), short shaft, Ø 2.40 mm, Ø needle: 1 mm, work. length: 16 mm","Điện cực đơn cực, thẳng, thân ngắn, dài 18mm, đường kính 2,4mm, đầu kim đường kính 1mm",https://products.api.bbraun.io/api/image/GK144R?countryISOCode=01,80-520-08-04
GK146R,None,None,None,80-542-08-04
GK151R,None,None,None,80-562-08-04
GK155R,"Knife Electrode, monopolar, straight, 150 mm (6""), long shaft, Ø 2.40 mm, work. length: 13 mm","Điện cực đơn cực hình dao, cách điện, thẳng, thân dài, dài 138mm, đầu dài 22mm, đường kính 2,4mm",https://products.api.bbraun.io/api/image/GK155R?countryISOCode=01,80-678-10-04
GK165R,None,"Điện cực đơn cực, thân ngắn, thẳng, dài 70mm, đường kính 2,4mm, mũi hình kim đường kính 1,1mm, hộp 50 chiếc",None,99-999-99-99
GK174R,"Monopolar working electrode, 4 mm diam., surgical electrodes set, consisting of container, rack, 12 electrodes","Bộ điện cực phẫu thuật, bao gồm hộp đựng, khay lưới và 12 điện cực đường kính 4mm",https://products.api.bbraun.io/api/image/GK174R?countryISOCode=01,80-580-06-04
GK180,"Monopolar Connecting Cable, 3.5 m , plug Ø 4 mm, socket Ø 5 mm, used at unit Erbe T","Cáp kết nối đơn cực, dùng để nối máy Erbe T, dài 3,5m, phích cắm đường kính 4mm, ổ cắm đường kính 5mm",https://products.api.bbraun.io/api/image/GK180?countryISOCode=01,99-999-99-99
GK181,"Monopolar Connecting Cable, 3.5 m , plug Ø 8 mm, socket Ø 5 mm, used at unit Conmed, Erbe ICC international, Eschmann, US-Norm, ACMI, Valleylab","Cáp kết nối đơn cực, dùng để nối máy ACMI, Conmed, Erbe ICC international, Eschmann, Valleylab, US-Norm, dài 3,5m, phích cắm đường kính 5mm, ổ cắm đường kính 8mm",https://products.api.bbraun.io/api/image/GK181?countryISOCode=01,99-999-99-99
GK185,None,"Cáp kết nối lưỡng cực, dài 3,5m, dùng để nối máy Erbe, Storz với dụng cụ Euro",None,99-999-99-99
GK190,None,"Dây cáp, cho điện cực trung tính dùng 1 lần , không có chức năng REM, dài 5m, sử dụng cùng GK080; GK083; GK100",None,99-999-99-99
GK191,None,"Dây cáp, cho điện cực trung tính dùng 1 lần, có chức năng REM, dài 5m, sử dụng cùng GK081; GK084; GK091; GK101; GK107",None,80-294-44-04
GK194,None,"Cáp kết nối lưỡng cực, dài 3,5m, dùng để nối máy Bowa, EMC, Lamidey, Soering, Valleylab với dụng cụ Euro, hai chân phích cắm cách nhau 29mm",None,80-287-89-04
GK217,None,"Cáp kết nối lưỡng cực, dài 3,5m, dùng để nối máy Codman với dụng cụ Aesculap",None,99-999-99-99
GK226,None,BÀN ĐẠP ĐIỀU KHIỂN LƯỠNG CỰC,None,99-999-99-99
GK239,None,"Dây cáp kết nối đơn cực, dài 3,5m, phích cắm đường kính 5mm, ổ cắm đường kính 4mm, dùng để kết nối máy Erbe ACC/ICC",None,83-122-60-04
GK245,None,"Dây cáp kết nối đơn cực, dài 3,5m, phích cắm đường kính 4mm, ổ cắm đường kính 4mm, dùng để kết nối máy Erbe ACC/ICC",None,99-999-99-99
GK246,None,"Dây cáp kết nối đơn cực, dài 3,5m, phích cắm đường kính 8mm, ổ cắm đường kính 4mm, dùng để kết nối máy ACMI, Conmed, Erbe ICC international, Eschmann, Valleylab, US-Norm",None,83-124-50-04
GK261,None,"Điện cực trung tính, loại nhỏ, diện tích truyền tài 215 cm², sử dụng nhiều lần",None,80-332-03-04
GK266,None,"Điện cực trung tính, loại lớn, diện tích truyền tài 500 cm², sử dụng nhiều lần",None,80-342-03-04
GK267,None,"Dây cao su, có 4 nút, dùng cho điện cực trung tính GK261; GK266; GN320",None,80-371-00-04
GK299,"Wire Brush, bipolar",Chối thép làm sạch kẹp và điện cực cầm máu,https://products.api.bbraun.io/api/image/GK299?countryISOCode=01,80-505-00-04
GK301R,None,None,None,80-461-01-04
GK303R,None,None,None,80-461-02-04
GK307R,None,None,None,80-461-11-04
GK310R,None,None,None,80-461-14-04
GK315R,None,None,None,80-461-15-04
GK320R,None,None,None,80-461-34-04
GK321R,None,None,None,80-461-34-04
GK360R,None,"DỤNG CỤ ĐỐT NỘI SOI LƯỠNG CỰC, ĐẦU HÌNH DĨA, ĐK 2,1MM",None,99-999-99-99
GK361R,None,"DỤNG CỤ ĐỐT NỘI SOI ĐƠN CỰC, MŨI TÙ, ĐK 2,1MM, DÀI 2",None,99-999-99-99
GK362R,None,"DỤNG CỤ ĐỐT NỘI SOI ĐƠN CỰC, MŨI HÌNH MÓC, ĐK 2,1MM,",None,99-999-99-99
GK363R,None,"DỤNG CỤ ĐỐT NỘI SOI ĐƠN CỰC, MŨI HÌNH KIM NHỌN, ĐK 1,",None,99-999-99-99
GK364R,None,"DCỤ ĐỐT NỘI SOI ĐƠN CỰC,MŨI HÌNH MÓC,CONG 45ĐỘ,ĐK 2,2",None,99-999-99-99
GK365R,None,"DCỤ ĐỐT NỘI SOI ĐƠN CỰC,MŨI HÌNH MÓC,CONG 70ĐỘ,ĐK 2,2",None,99-999-99-99
GK366R,None,"DCỤ ĐỐT NỘI SOI ĐƠN CỰC,MŨI HÌNH MÓC,ĐK 2,2MM, DÀI 25",None,99-999-99-99
GK370P,"Electrode Handle, monopolar, 330 mm, Ø 5 mm, with inner tube, used with GK371P, GK370P","Ống điện cực đơn cực ngoài tách rời, dùng cho điện cực phẫu thuật nội soi đơn cực, sử dụng cùng tay cầm GK373R",https://products.api.bbraun.io/api/image/GK373R?countryISOCode=01,99-999-99-99
GK371P,"Electrode Handle, monopolar, 330 mm, Ø 5 mm, with inner tube, used with GK371P, GK370P","Ống điện cực đơn cực ngoài tách rời, dùng cho đầu điện cực năng lượng thấp loại nhỏ, sử dụng cùng tay cầm GK373R và đầu điện cực GK389R",https://products.api.bbraun.io/api/image/GK373R?countryISOCode=01,99-999-99-99
GK372R,"Electrode Handle, monopolar, 330 mm, Ø 5 mm, cons. of GK373R, GK370P, used with GK383R, GK393R, GK394R, GK386R, GK385R, GK384R, GK395R","Tay cầm móc đốt đơn cực phẫu thuật nội soi chất liệu vỏ PEEK, đường kính 5mm, dài 330mm.",https://products.api.bbraun.io/api/image/GK372R?countryISOCode=01,99-999-99-99
GK373R,"Electrode Handle, monopolar, 330 mm, Ø 5 mm, with inner tube, used with GK371P, GK370P","Tay cầm có ống điện cực trong, dùng cho điện cực đơn cực, dài 330mm, đường kính 5mm, sử dụng cùng ống điện cực ngoài GK370P; GK371P",https://products.api.bbraun.io/api/image/GK373R?countryISOCode=01,99-999-99-99
GK374R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Ống điện cực đơn cực ngoài tách rời, dùng cho điện cực phẫu thuật nội soi đơn cực, đường kính 5mm, dài 420mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK375R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, with inner tube, used with GK376P","Tay cầm có ống điện cực trong, dùng cho điện cực đơn cực, dài 330mm, đường kính 5mm, sử dụng cùng ống điện cực ngoài GK376P",https://products.api.bbraun.io/api/image/GK375R?countryISOCode=01,99-999-99-99
GK376P,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, with inner tube, used with GK376P","Ống điện cực đơn cực ngoài tách rời, dùng cho điện cực phẫu thuật nội soi đơn cực, sử dụng cùng tay cầm GK375R",https://products.api.bbraun.io/api/image/GK375R?countryISOCode=01,99-999-99-99
GK383R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Điện cực đơn cực, đầu hình móc, chất liệu ceramic cách điện, hình chữ J, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,83-520-39-04
GK384R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Điện cực móc đốt, chất liệu ceramic cách điện, đơn cực, dạng L, đường kính 5mm.",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK385R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Điện cực đơn cực, đầu hình cầu, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK386R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Điện cực đơn cực, đầu hình thìa nạo, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK389R,"Low Energy HF Needle, monopolar, 330 mm, Ø 5 mm, complete instrument, cons. of GK373R, GK389R, GK371P","Đầu điện cực đơn cực năng lượng thấp, đường kính 5mm, hộp 5 chiếc, sử dụng cùng GK390R",https://products.api.bbraun.io/api/image/GK390R?countryISOCode=01,99-999-99-99
GK390R,"Low Energy HF Needle, monopolar, 330 mm, Ø 5 mm, complete instrument, cons. of GK373R, GK389R, GK371P","Bộ điện cực đơn cực năng lượng thấp hoàn chỉnh, dài 330mm, đường kính 5mm, hộp 5 chiếc",https://products.api.bbraun.io/api/image/GK390R?countryISOCode=01,99-999-99-99
GK393R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Đầu điện cực đơn cực, hình móc, chất liệu gốm cách điện, hình chữ J, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK394R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Đầu điện cực đơn cực, hình móc, chất liệu gốm cách điện, hình chữ L, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK395R,"Electrode Handle, monopolar, 420 mm, Ø 5 mm, cons. of GK376P, GK375R, used with GK386R, GK385R, GK384R, GK395R, GK394R, GK393R, GK383R","Đầu điện cực đơn cực, hình cầu, đường kính 5mm",https://products.api.bbraun.io/api/image/GK374R?countryISOCode=01,99-999-99-99
GK397R,None,"Điện cực móc đốt đơn cực 3.5mm, dài 200mm",None,80-692-12-04
GK398R,None,"Điện cực móc đốt đơn cực 3.5mm, dài 290mm",None,99-999-99-99
GK432R,None,"Điện cực đầu hình móc, dài 120mm, móc dài 2,5mm",None,80-691-12-04
GK433R,None,"Điện cực đầu hình móc, dài 120mm, móc dài 3,5mm",None,99-999-99-99
GK434R,None,"Điện cực đầu hình móc, dài 120mm, móc dài 4,5mm",None,99-999-99-99
GK435R,None,"Điện cực đầu hình cầu, dài 120mm, đường kính đầu 3,5mm",None,80-695-12-04
GK436R,None,"Điện cực đầu hình móc, loại nhỏ, dài 50mm, móc dài 2mm",None,80-690-12-04
GK469R,None,"Chổi rửa dụng cụ nội soi loại nhỏ, 3.7mm, dài 550mm, hộp 6 cái",None,99-999-99-99
GK534,None,"Dây nối đất dài 1.5m, dành cho các máy trên hệ thống",None,99-999-99-99
GK535,None,Dây nối đất dài 4m,None,99-999-99-99
GK537,None,"Dây nối đất dài 5m, dành cho hệ thống",None,99-999-99-99
GK550,None,"Ống hút cục máu đông Landolt, cong, cách điện, dài 270mm, chiều dài hoạt động 150mm, đường kính 5mm, sử dụng cho ống hút 7,5-12mm",None,99-999-99-99
GK561R,None,"Thân kẹp thay thế cho Kẹp cầm máu lưỡng cực Landolt, gập góc 90°, sử dụng cùng GK560R",None,99-999-99-99
GK595R,None,"Kẹp cầm máu lưỡng cực, thẳng, dài 120mm, ngàm rộng 0,60mm",None,80-910-12-04
GK596R,None,"Kẹp cầm máu lưỡng cực, thẳng, dài 145mm, ngàm rộng 0,30mm",None,80-910-12-04
GK597R,None,None,None,80-911-12-04
GK604R,None,"Kẹp cầm máu lưỡng cực, thẳng, đầu không dính, dài 160mm, ngàm rộng 1,10mm",None,99-999-99-99
GK605R,None,"Kẹp cầm máu lưỡng cực, thẳng, đầu không dính, dài 185mm, ngàm rộng 1,10mm",None,99-999-99-99
GK606R,None,"Kẹp cầm máu lưỡng cực, thẳng, đầu không dính, dài 200mm, ngàm rộng 1,10mm",None,99-999-99-99
GK609SU,None,"Kẹp lưỡng cực Susi, thẳng, dùng 1 lần, dài 200mm, sử dụng cùng GK211, hộp 20 chiếc",None,99-999-99-99
GK614R,None,"Kẹp cầm máu lưỡng cực, thẳng, hình lưỡi lê, đầu không dính, dài 160mm, chiều dài sử dụng 60mm, ngàm dài 23mm, rộng 0,70mm",None,80-945-16-04
GK615R,None,"Kẹp cầm máu lưỡng cực, thẳng, hình lưỡi lê, đầu không dính, dài 185mm, chiều dài sử dụng 85mm, ngàm dài 23mm, rộng 1mm",None,99-999-99-99
GK616R,None,"Kẹp cầm máu lưỡng cực, thẳng, hình lưỡi lê, đầu không dính, dài 200mm, chiều dài sử dụng 85mm, ngàm dài 23mm, rộng 1mm",None,99-999-99-99
GK624R,None,"Kẹp cầm máu lưỡng cực, gập góc, đầu không dính, dài 160mm, ngàm dài 23mm, rộng 1,10mm",None,99-999-99-99
